ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
290086455,test,3.4A.Subtracting Whole Numbers,||| teacher: Your answer is correct. ||| teacher: Plus one point for your correct answer. ||| teacher: What will the 4 in 346 become when we borrow from the hundreds column? ||| student: 4 ||| ,"Ah, when we borrow from the column to the left, our number gets 10 added to it",explain_concept,1
9581229286,test,Not Available,"teacher: Hi! ||| student: Have you seen any good movies lately? ||| teacher: Last weekend I saw ""The Parasite."" Ever heard of it? ||| student: No. Why did you pick that movie? ||| teacher: My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend? ||| student: I played music and worked on some side projects. I also started watching the new Disney service.",Oooo the Mandalorian?!?!,None,0
908953780,train,Not Available,teacher: Hi! ||| student: Hey there! ||| teacher: How's life? ||| student: can't complain. work is going well and I had a tasty fish for lunch ||| teacher: lol which cafe? let me guess. <REDACTED_TERM>? ||| student: haha yeah ||| teacher: What is your favoriate cuisine? My favorite food is Chinese. What about you? ||| student: I love Hunan ||| teacher: Hmm you like spicy food. Nice ||| student: love it. specially spicy stir fried lamb ||| teacher: I would recommend Hunan Impression which has very good Hunan cruisine. Not sure if you have tried it or not ||| student: I think I haven't yet. Thanks! Have you tried 留湘 I think that's how you write it,Yeah of course The fun fact is that the owner of <REDACTED_TERM> used to run <REDACTED_TERM>,None,0
4633751778,test,Not Available,"teacher: Hi! ||| student: Hey! How’s your week been so far? ||| teacher: Pretty good! I’ve been busy with work, but I managed to squeeze in some time for myself. You? ||| student: Same here! I finally started a new series on Netflix. Have you seen “The Crown”? ||| teacher: Yes! I watched the first couple of seasons. It’s so fascinating. The acting is top-notch. ||| student: I know, right? I just finished the latest season, and I’m hooked. The history and drama blend perfectly!",Absolutely! I love how they portray historical figures. It’s like a mini-history lesson with a twist.,None,0
410618065,train,5.2A.Place Value,||| student: 210 ||| student: thats the answer ||| teacher: Is that your final answer? ||| student: yes sir ||| ,Let's look at another example. A number that has 5 in the hundreds place and a 2 in the tens place could be 526.,provide_example,1
296289017,train,3.4A.Subtracting Whole Numbers,||| teacher: You are going well. ||| teacher: Keep going. ||| teacher: Are you still working on this question? ||| student: 160 yes ||| ,"Ah, not quite. Think about it like this. If you have 125 dollars and I take away 85, will you really end up with more money than you started with?",ask_question,1
296251747,train,4.2D.Rounding,"||| student: i need some help ||| teacher: Sure. i'm here to help you. ||| teacher: What is the place value of ten in 262,956? ||| student: six ||| ",Close! You gave the digit in the ones place. What would the tens place be?,provide_correction,1
3043192209,train,Not Available,"teacher: Hi! ||| student: What is your favorite holiday? ||| teacher: one where I get to meet lots of different people. ||| student: What was the most number of people you have ever met during a holiday? ||| teacher: Hard to keep a count. Maybe 25. ||| student: Which holiday was that? ||| teacher: I think it was Australia ||| student: Do you still talk to the people you met? ||| teacher: Not really. The interactions are usually short-lived but it's fascinating to learn where people are coming from and what matters to them ||| student: Yea, me too. I feel like God often puts strangers in front of you, and gives you an opportunity to connect with them in that moment in deeply meaningful ways. Do you ever feel like you know things about strangers without them telling you? ||| teacher: what do you mean? ||| student: I think it's like a 6th sense, often seen as ""cold readings"" to people, but can be remarkably accurate. I once sat next to a man in a coffee and I felt a pain in my back. I asked the stranger if he had a pain. It turns out that he did in the exact spot, and said he pulled a muscle while dancing at a party. I had never met the man before and never saw him again. ||| teacher: Wow! That's interesting, borderline spooky ||| student: There's this practice called ""Treasure Hunting"" that's kind of a fun game you play in a public place. There's a book called ""The Ultimate Treasure Hunt"" that talks about it. You use your creativity to imagine people you will meet, and you write down a description, then you associate them with a positive message or encouraging word. Maybe you saw a teenage boy in a red hat at the shopping mall in your imagination, then while at the mall, you may find someone who matches that description. You show that you have a message for him and that you have a message for a boy in a red hat. You then give him a message of kindness or whatever was on your heart. You have no idea, sometimes you meet someone who is having a really hard day, and it brings them to tears to have a stranger show them love.","So, do you do treasure hunting often?",None,0
2980322125,train,5.4G.Understanding Volume,||| teacher: Here we need to find the volume of each cube. ||| student: ok ||| teacher: What is the unit for the volume? ||| student: i did it ||| ,"I think you have the right idea. However, notice that the side of each cube has a length of 1 foot, but the big box that Gregg is putting the cube into has a side length of 3 yards",explain_concept,1
293975851,val,4.6B.Symmetry,"||| teacher: When looking at symmetry, we have to look at the overall shape, but also the design within the shape. ||| teacher: We can see that this shape is a line of symmetry alongeach diagonal line. ||| teacher: Where is the line of symmetry in drawing #2? ||| student: like a kite. ||| ",You're correct that the shape is a kite! Where would it's line of symmetry be?,encourage_student,1
405291418,test,4.5C.Area,"||| teacher: Here is our first question. ||| teacher: In this question, we need to find the area of the parking lot given. ||| teacher: What is the shape of the parking lot? ||| student: 50 and 124 ||| ","Ah, those are the dimensions of the parking lot. But what shape is it? Is it a square, triangle, circle, etc?",simplify_question,1
292827169,train,4.2C.Multiplicative Comparisons,||| teacher: Correct answer. ||| student: oh ||| teacher: What is the product of 9 and 8? ||| student: 17 ||| ,"17 is the sum of 9 and 8. To find the correct answer, we need to multiply 9 times 8. What is the product of 9 and 8?",explain_concept,1
2702891309,train,Not Available,"teacher: Hi! ||| student: Hey, how are you? ||| teacher: I'm a bit sad. I miss my cat. ||| student: Oh no… Have you sent out the missing cat posters? Hope your cat is alright! ||| teacher: Posters is a great idea. So far I've just tried banging her catfood dish and shouting her name. Anyway, how is your day going so far? ||| student: Yea, I know they love the plastic bag sound all the time. I am good, nothing special though. ||| teacher: If you could go anywhere on vacation, where would you go? ||| student: I like rainforest, but I know it requires extensive training beforehand. ||| teacher: I heard there are rainforests in southeast Asia where you can zipline from tree to tree. ||| student: I am afraid I will be scared of doing this :) ||| teacher: I won't lie, it sounds scary. I'm scared right now just thinking about it. ||| student: I don't know if there is any medication for acrophobia. I want to take plenty of it if I really have to do it.","If there isn't one, you should invent it, and then make millions",None,0
296300928,train,5.2A.Place Value,||| student: like that ||| teacher: +1 point for your try. ||| teacher: How many zeros are in a hundred? ||| student: 0 ||| ,Great try! Let's try writing the number one hundred then counting the zeros.,provide_strategy,1
293976217,train,3.6E.Shapes and Area (Review) - 1,||| teacher: I was facing some technical glitch. ||| student: ya ||| teacher: What is area? ||| student: spase in side sompthing ||| ,Yes well done! Area is the 2D space inside something,affirm_correct_answer,1
734055776,val,Not Available,"teacher: Hi! ||| student: heya, nice to meet you, I'm Paul ||| teacher: nice to meet you too! I'm James. how are you doing today? ||| student: I'm doing OK. Looking forwards to the weekend. how about you?",same here! I hope the weather will be nice,None,0
7649618045,test,Not Available,teacher: Hi! ||| student: hello there! who are you?,I'm mark. I work in accounting,None,0
